House_Age,Number_of_Occupants,Temperature,Humidity,Day_of_Week,Is_Holiday,Appliance_Usage,Outdoor_Light_Intensity,Window_Open,Hour_of_Day,AC_Usage,Heater_Usage,Total_Energy_Consumption
21,2,27.74440317632769,89.94231010628837,5,0,2.380988970131795,4955.279089058466,0,22,1.057079623778498,0.0,5.46
11,4,17.18737158945554,57.00685194047379,5,0,2.0307821744507164,1905.858716331939,0,6,0.19843485132569194,1.1952276138641837,4.85
27,1,15.735014752291859,44.33056735504072,2,1,3.4899857540488988,5571.037412993619,1,14,0.5794444576767925,0.6025646387284624,4.93
16,5,24.146247372755337,58.073432182594225,5,1,2.414271498124097,3118.606990776193,1,13,0.8213671028056766,0.7645933650313131,5.98
26,5,30.763794781041504,49.25022503400027,4,0,5.6657202785984495,4562.89201093064,0,12,1.4347801927738755,0.3219967986651071,8.57
30,3,17.791748366426788,53.58654668143322,0,1,3.6650626643634845,3735.204584513786,1,11,1.2428342775483945,1.4505149274528888,7.31
49,3,29.167672955791453,87.44206118566825,1,0,2.0265947411055856,3770.2959436290125,1,14,0.2815353728784816,0.32256128878961576,3.96
16,4,25.731826895224078,42.289190523706566,2,0,2.5742722250307093,3033.4018285020948,1,14,0.8473277075648722,1.0551986311716495,5.01
7,3,19.892229919824963,69.42254531669622,1,0,2.566284536190471,3287.9574697666058,0,15,2.5955034546657894,0.26667820087588867,6.63
16,6,15.386762129171045,50.28691454640448,4,0,1.444715216056833,4539.519109397845,0,6,2.6933739827522576,0.44855721593733744,5.15
35,1,20.31355837067566,54.47907564913919,5,0,3.7835494787676476,5700.87943189741,1,22,1.5108159552615223,0.22578976891017255,6.22
16,2,18.044749195816355,54.812269687222596,4,0,2.0704284558378583,2538.772161367806,1,23,0.01175822112900382,0.6888917617773882,4.33
40,2,28.001597978328288,40.48106977326577,3,0,2.2526905353154616,3362.2425317802954,0,9,0.7582065393373014,0.0,4.13
12,4,21.83273776274194,63.827124648109574,6,0,2.7186315019133303,4313.735205684262,1,15,0.7682661111699688,0.6856440042142865,5.49
35,2,24.406371766953022,21.137183087164267,3,0,1.5843410350572742,4250.0924860508585,0,11,0.41591517664637057,0.7642880320528777,3.25
49,4,24.438606408734238,50.489925011390056,4,0,2.711337798591239,4601.170768005461,1,11,0.0,0.5177037625094775,4.55
21,3,18.80060622676164,59.42594627554004,1,0,1.9971324852962398,5393.670081991777,0,22,1.5188553410394317,0.0,5.12
43,3,22.361170704428247,63.66712470109006,2,0,2.0234481653408176,1942.3068389537016,0,6,0.971393393241544,1.1200497802232956,5.79
36,6,27.00601644876672,62.96456762265519,2,1,2.3378588695436293,3314.782999811977,0,0,0.8043125853138958,0.5978517098009412,5.7
48,6,21.62008369237114,38.07319107204377,6,0,1.7650477221805385,5253.238116675354,0,8,0.48479954977721695,0.643110468962146,4.15
17,1,20.671304554745657,48.74974962768819,1,0,0.9352921605032658,3785.19739211457,1,7,0.10871547568491091,0.0,2.05
32,2,25.45160273073812,57.116222991088826,0,0,2.6738043298266154,2619.90295140983,1,22,1.168164465035106,0.6684290350054709,5.66
41,6,15.499064924650446,43.73847835745088,1,0,0.5,2481.586067339839,0,22,0.18097198810887516,1.6380404753043494,3.97
6,1,10.98293225346594,57.6602644547481,4,0,0.5,3984.909375552049,0,16,0.2263529195579842,1.3458421889101282,3.25
24,5,23.440129862847513,63.109363788666975,6,0,2.54472707498172,3503.7945712661417,0,14,1.3039977932685378,0.9617213167104528,6.02
27,6,27.12185907842799,46.871118597725705,4,0,2.3181297531443503,6588.596894303092,1,17,2.079888597389856,1.2330113614343037,6.51
20,1,31.008988004166717,64.6375146204926,3,0,2.7593231887887906,3811.6713725804593,1,21,0.0,1.1462229276314106,5.5
25,4,22.98141523930875,51.18766811179554,2,0,3.164369163974632,3083.511398574411,1,21,0.7654383092489219,0.7592802971038184,5.55
2,4,26.121109877099183,42.755396999519746,6,0,0.52273498007349,5498.255420319712,1,23,0.21760029134176717,0.46738715206116793,2.0
9,1,28.590546351701185,74.81571110222808,3,0,1.8853004062990915,3905.0606532882043,0,22,1.987110576202498,0.7625322582495966,5.39
28,3,22.15702882700396,47.737805694051914,6,0,2.052328704178561,4929.838124555265,1,11,0.8157325587638997,0.7838180928355424,4.25
38,5,18.79373270789482,33.449116293490036,2,0,2.8122783533471996,6258.494174632871,0,18,0.2434860585275871,0.5489676477819092,4.71
3,1,18.279288477341872,47.33312824901326,1,0,2.7282411975895173,5773.4322385891965,0,16,2.7363127384771078,0.4033758387779397,6.48
20,6,20.526711490198842,58.69608770635829,0,0,2.0949618090459277,4447.241046263003,0,6,1.1893089076260392,0.6657083696275218,5.42
6,3,29.24695033712014,60.051924726024325,5,1,2.5441557612203147,4872.7998969198725,0,16,1.2367979291075781,0.0,4.87
39,1,26.661255796987344,38.65646984318612,2,0,2.225138120399398,5616.090868292809,0,11,1.4091146307584754,0.7929087451743876,5.07
33,2,20.907003462517892,64.33566880335412,0,1,1.587301621029149,2852.3676884584283,1,4,1.9525709739157677,1.1171717156979926,5.31
1,6,28.22792496302878,54.36273908131767,0,0,2.553929448788165,2433.268196776526,0,3,0.0,0.3652993660003984,4.57
37,6,24.263882834382777,33.239846144974564,0,0,0.5,6416.529242799696,0,6,1.2327726543828872,1.3701963113775442,3.96
6,4,20.914434113134682,29.924765254057583,1,0,2.745294732250544,2498.4176684924487,1,8,0.7173569177023363,1.2799970116137698,5.57
45,2,22.88519501621966,58.178893394208444,0,0,3.9123526305262217,6721.998486412199,0,5,0.18637231837558477,0.649098699303591,5.84
34,2,24.012876967226514,50.18109025691243,0,0,2.1530725521646437,3166.278249165445,1,21,0.0,0.56009034165146,4.02
47,6,22.68369689047258,41.732504883301395,4,0,4.562004812205701,2916.4873087244414,0,10,0.26455559607820955,1.014969122923099,6.79
15,5,30.705118344481072,45.694953055057056,4,0,3.103046440172593,4952.4007856220815,0,11,0.2763711645707758,1.1245495324238628,6.12
45,3,21.251164044478568,53.52526125504331,2,0,3.95840215608907,2073.090848311729,0,1,1.8970865338851275,0.03746953146390264,6.8
26,4,15.087978294876628,53.161881682556455,4,1,2.8857980147582314,7085.984355720331,1,7,0.2398105463885214,0.6832309946505924,5.11
14,2,23.562774729824906,53.18381868436401,2,0,3.051572394695692,6308.861069810841,1,1,0.3946668811825653,0.6880722941460414,5.37
7,4,20.542709012212793,52.77490545361471,0,1,2.6432336697087138,5847.987847385103,1,20,0.4708033842436149,0.864266064822049,4.81
46,6,15.286794594866448,84.58030044287587,4,0,0.9322047510959393,2169.4501768985774,0,11,0.8819002362897985,0.7335951879531339,4.03
31,3,25.3219242717489,47.344362165748976,3,0,0.5346634269344097,5553.86806602911,1,20,0.30042206369412083,1.5794731753481357,3.52
24,1,10.0,65.94006995118417,5,0,2.258697486824382,5427.252244446869,0,19,1.5692643874458696,0.9393189596563118,6.54
31,2,23.44244328200964,64.12205094731473,5,0,1.8972964304772821,4199.46671915214,1,0,0.37724877256138023,0.40503452957402747,3.85
29,3,10.153691144988262,46.28359837880528,1,0,1.9294000425621003,5009.471432863171,0,3,2.513552449988051,1.7693088044022147,7.1
42,4,22.02578426028929,29.51956145529359,4,0,1.235793840516496,4740.960305341452,0,5,1.7851737080000651,1.149350464193394,4.71
32,6,24.767445153878043,48.70284643654667,6,1,3.608559993935807,2546.404500091293,0,12,0.9553828767854087,1.4393198537289242,7.55
17,3,25.660597033169456,30.148197943000756,1,0,1.4688151309888335,3475.6442071591246,1,3,0.604941391904831,0.6416053616248253,3.29
14,1,26.04236654510979,27.815640656559506,5,0,1.4041376220514317,3638.161614139997,0,8,0.8482732105428866,1.136711134831563,4.03
40,3,16.72670643049532,47.36738494751477,4,0,2.5383696967448923,2179.616425776583,1,17,2.2111660088295215,0.11647871101788931,5.89
36,6,22.94877314287572,56.19041729261103,5,1,3.5834333178517146,4904.365940974992,0,8,0.9235106727449267,1.4822563812338614,6.81
48,4,18.49469225249083,51.7868283936503,4,0,3.348320286319651,5355.339451921876,0,15,1.4775500996504718,1.2797690088202809,7.59
24,2,18.206271630714575,30.536608079373522,6,0,1.85039494633702,4543.500058395296,1,10,2.8760399060523296,0.7476363550413718,5.73
45,2,21.449032294287605,36.783218349513234,3,0,2.287620732749086,6248.383783615547,0,5,1.1640547636087577,0.06288547942477807,4.11
27,5,19.89551707845912,57.25774714411311,0,0,4.14030373883228,4417.987822269745,0,15,1.3806087882043387,1.0417330006482313,7.35
25,4,16.818786201500778,64.2969758266116,6,0,3.606067941751011,4025.0080587684747,0,7,1.799434539811856,0.3635523005860521,6.61
32,5,23.60961759110677,42.48528861051352,2,0,3.376668454880977,3337.4293938759906,0,18,0.6051269531536574,0.12476239714927861,4.77
18,5,24.742620304733755,54.57818808271706,4,0,2.8852579143629162,4331.553633639465,1,4,2.082868945377343,0.5458880819249832,6.5
46,6,17.694146349126143,58.09111121285924,4,0,2.600167781723511,765.8148611908182,1,7,0.5828673589131057,0.46926991166413595,6.04
18,6,21.07809825540559,80.90321001038828,6,0,4.5085727211765825,6116.083373884887,1,8,0.7112466628289467,0.6241088268805837,7.78
37,6,21.163845280322477,78.7181427419118,1,0,3.628574197338172,4470.71115180666,0,2,0.0,0.8617101625186778,6.73
26,1,21.244643827829034,63.93564817815049,0,0,2.622101525411168,5360.367362220523,0,0,0.16705803309819411,1.6129571465965986,4.98
9,4,21.716427836941186,24.281611481452824,4,1,3.223232244198446,5375.501211270677,0,14,2.320677357166134,1.5107597780832829,7.5
35,2,23.442935946547617,77.17573226399995,4,0,2.250741604525668,4883.731535740053,1,1,1.7164068229655722,0.38195487791531063,5.83
8,4,27.839201765136234,62.09266078390163,2,0,0.8956194579307897,2774.6457044333742,0,11,0.0,1.6691161202685152,3.68
20,6,22.65081712742475,45.25594269265353,5,0,1.4776035422260294,500.0,1,9,1.0351263160080346,0.3111263118070237,3.62
42,1,19.449764361300357,84.56544496418556,0,0,2.0392752050886545,6619.506448562281,0,3,0.43073262072956475,1.4943428947628132,6.02
22,4,21.93981952952026,50.26408450266177,0,0,1.9745400721532336,4021.8340509661975,0,3,0.8666415087626574,1.6933595887212305,6.34
19,4,16.6847547777428,87.25669347328721,5,0,1.7769168757337328,3594.361179238164,1,11,2.513719900055917,1.0099766446140155,6.96
30,5,17.51415072678178,38.07248371067162,6,0,1.8223774294592716,3683.480110160759,1,11,0.8598344265344926,0.0,3.75
28,4,24.16209389821296,48.581484007069,4,1,3.8061064000052527,3446.03795767887,1,12,1.229545662782651,0.6243672459013476,7.05
35,5,10.0,24.128715613305264,0,0,4.3326499096404065,3981.742678741516,0,10,2.7616117490428644,0.7791093308804765,7.76
43,5,20.91620574978546,48.036975078303755,6,0,3.812357317629071,3909.828318926169,1,20,2.0017273868753893,0.05828658545294574,6.55
11,3,26.640255636960855,73.06926171847302,0,0,0.5,4140.219159310894,1,6,0.35462178725496774,0.37994661508607247,2.94
31,6,24.019958934118762,46.63751580492561,2,0,3.577906287902179,3708.4227956268005,0,6,1.4561160193881673,0.0,5.68
49,1,26.302766015982478,42.4510614786673,3,0,3.236505549323679,5066.4248149287,0,21,0.9209763775652194,1.2270837554474678,6.5
48,5,23.67956890717879,73.7652793071997,5,0,2.462771937738485,4871.847233200245,1,22,1.0708727347717877,0.5013977403565856,5.65
39,4,31.96033894084803,57.3647327381549,5,0,2.003024141464746,3358.588202314064,1,8,1.9618178106218713,0.0,4.57
36,5,15.845412955870602,57.04845770014493,2,0,2.19508521796395,4232.845333150855,1,6,1.394900644518695,2.3759398135586958,7.65
30,5,22.57791879087685,38.5629152476259,3,0,3.4899868910018434,2602.8942725123607,1,13,1.5881882685943518,0.03331864921009531,5.6
23,5,25.637234142635773,39.83837281789785,2,1,2.8856829902748005,4748.42130019915,0,19,0.3548255102018567,0.0,4.28
19,2,19.890433949484194,51.29522303197909,6,0,3.7195630787083065,6027.560363050694,1,2,2.0094130421469205,1.0676607110253464,7.74
12,2,27.893506408383196,26.01645587807863,5,0,3.314675917406576,5060.185890350365,0,9,0.6442360946286614,1.002254186092174,5.27
15,2,25.02284954765047,67.0129840533389,5,0,3.940519853440932,3902.1183794202752,1,11,0.9359028164464631,1.1266930405469404,7.44
31,2,14.540992597372236,64.17810705874203,4,0,3.133965297124358,2840.322115930185,0,5,1.020559284806837,1.4023211125473845,6.99
43,3,23.81063221630183,61.26437218270591,2,0,1.362773021800175,4821.615578179953,0,2,0.23580579040221028,0.802728079369812,3.45
37,5,25.040727795361555,35.25654871863578,6,0,0.8999273188790726,3286.8068766587853,0,17,0.7772487813998888,1.7165206468341982,4.03
37,3,30.163192260156215,65.5624824990796,0,0,3.146041254891376,4034.394392900416,0,21,1.716156133565442,0.24588119458862545,6.53
15,4,21.102925539779914,42.19260941413706,0,0,3.1005835861606164,4920.052869420334,0,19,0.190174975217126,0.1862744485215896,4.41
29,6,24.79475824736242,73.61285886738956,1,0,1.882853373208203,3036.5780942062534,0,22,0.0,0.8120682369806098,4.45
43,1,23.288254429482002,50.416329011757384,4,0,2.747304411753041,4125.659887323823,0,14,0.0011343551072457991,0.9428843085648821,5.38
26,3,19.188934281740075,56.16993815753423,0,0,2.0455659191868083,2754.50680603565,1,17,1.3944898437802873,0.9636302527964391,5.81
44,2,20.25406831766462,64.46339005424637,6,0,2.00683306896141,3611.6837734166443,1,15,2.679218187504845,1.0296887581710774,6.73
2,2,11.03583045704794,59.50482571365461,4,0,1.066741802589128,3463.6133725569425,0,18,0.0,0.6356195277244286,3.01
20,4,19.636293957485556,20.0,6,0,2.544777692047859,5470.912106607349,1,15,0.743792289448472,0.858500648290322,4.77
15,5,29.855668910432662,29.099863858848497,6,0,1.9831230710655618,4260.443734632541,1,20,1.3849607147728933,0.14233437011780536,3.86
4,1,21.137512207959524,43.22373941856976,2,0,2.878368071667362,3205.9897916629407,1,23,0.7466749959573115,0.4448902241206332,4.53
22,3,26.222765753316885,61.09435523036177,0,0,0.7466886862405682,3508.433296314473,0,20,0.6932584887188495,0.7448521161617884,3.27
38,5,23.139098335487795,80.79258112575505,4,0,3.1018838746587476,5232.854743737672,1,7,0.6221613816128713,0.7221310246258922,6.15
23,5,24.122189873041624,50.39899695063626,2,0,1.984730143388,2127.9994004257815,0,13,1.2913504995536533,0.9784572832765941,5.24
26,6,31.9716814644243,67.16780293511069,5,0,1.433388212846485,3036.6061776281786,0,17,1.0474759701038874,0.36864091012434275,4.3
11,6,19.95745200565137,65.1750354777189,3,0,2.0600898293242778,2753.7405366037765,0,7,1.7595195299520299,0.610237633333823,5.33
28,3,19.92283228611726,34.89869075275965,1,0,0.9017923915558395,4211.604678236656,0,19,2.5171117643662315,0.0,3.85
2,3,27.43650853897603,54.920804320125136,2,1,2.2090768582583693,4162.137292494655,1,22,1.3901735541464124,1.3609319050271846,6.21
8,3,21.59744911426796,45.97241252849114,5,0,2.6231935101546306,3831.7652651462436,0,6,1.5782833015875317,1.422585009819751,7.37
29,3,20.637012675908025,41.20320359673778,3,0,2.572674623683682,3916.171778761325,0,1,2.288879480054157,0.45997936618400076,6.03
11,2,26.76878051146605,80.52304972058842,4,0,2.9599601889708884,2400.5984280807334,0,16,0.0,0.9300170865631322,5.52
37,5,23.29278856673982,60.73053148383285,6,0,1.9323322311521869,2888.892748400215,0,14,0.997712732336674,0.8116749060720152,4.79
18,5,21.243675941577813,42.48395405097378,3,0,3.279370824657623,4710.972108050845,1,17,0.286599368447658,0.8514900388805505,5.33
14,2,20.29154320973673,46.05454011999986,0,0,2.7661684987581543,2257.490875336047,1,11,1.495787462320329,0.8361218864347983,5.54
10,5,17.78464805594577,56.94288292235513,5,0,3.3159337097678674,3690.037671098874,1,19,1.2475874571274124,1.799352946258777,7.74
35,3,14.25981448139659,60.5745726332025,5,1,4.159103938265051,5160.175599688682,1,13,2.0134292647764074,1.3197602813718807,8.78
9,1,27.55745006277039,25.640684140702692,4,0,0.9487689590876385,4264.536316601948,0,6,0.8513955303979839,1.5024451241034018,3.57
35,6,19.878940424914273,74.96607843058872,1,0,2.117372416224641,3188.8926906293145,0,18,0.4459555758265621,0.09933617368217618,4.39
11,6,13.481843052541405,58.06120717238539,1,0,1.7371508467419106,4870.263660106066,1,18,1.7951249487978798,0.811966954151427,5.92
44,5,30.916355551330827,41.14629556450368,4,0,4.638242258824472,3141.415340471105,0,5,1.7257695818185401,0.35030466801442334,7.38
12,1,22.433358966875044,91.2489229967507,0,0,3.097293049288408,4073.3042899765974,0,14,1.3693024431853678,0.8114148503490867,7.23
3,6,22.111762560864985,61.536841553091406,4,0,2.787162762875696,3074.6545349076187,0,5,0.4059110212289524,0.15324695035509817,4.75
39,1,14.06316990151172,78.23345190745496,4,0,3.6959782286895457,2223.8013796115456,1,3,0.6481998513991056,0.6844889355371111,6.78
14,2,24.905373870757717,73.6605825714361,5,0,2.5124260529175264,3862.5200741606145,0,20,0.8681472720648031,0.0,5.15
28,4,19.344457160642104,85.27775256134348,4,0,2.966666071335426,5456.241046373385,0,3,0.0,1.2513451513199816,6.1
11,5,19.35578566862647,70.87791226434928,2,0,2.0439493709420464,5374.197908074627,1,15,0.0,1.1972372933873179,5.11
39,2,24.069047569538306,69.17174773052687,1,0,1.135537111801696,4886.776968151921,0,1,1.409083397472094,1.5765614243700004,5.03
25,2,22.60372118563725,66.47557199140697,1,0,3.39746362055298,4865.045309897868,0,16,2.004020518154438,0.6798969966216473,6.64
21,1,17.139346513309775,76.59693914361138,0,0,1.5401808045967909,4915.522511302094,1,0,0.7283136724266954,0.9101844749148686,4.3
10,5,14.878499572651005,46.5578058973245,1,0,3.24859777935765,3760.70175748737,0,18,0.0,0.015013225528510699,4.5
43,2,22.826784725059426,61.2343934970389,0,0,3.58363440431762,2509.2427737082926,1,19,1.569326515261285,1.4995214643328394,7.96
15,3,22.392973639984266,46.758822881593574,5,0,0.5,4202.82488319842,0,9,0.0,0.6278342525292484,2.28
19,2,35.03011965380672,68.97560663581267,0,0,3.5448184416583333,5130.122000352952,0,6,0.27091838348561437,0.3646786047318968,5.41
48,3,10.760492056599054,50.521825698402935,1,0,2.754573055433596,5037.488788192217,1,16,1.1399664895663895,0.3205777807337128,5.98
22,4,22.736153389176856,51.63938584755186,6,0,1.5302161607977207,4283.553924010957,0,1,0.6635079831758166,0.3801622825190379,3.95
21,3,13.884769438939575,26.39466349750322,4,0,0.7602297019254474,4408.095810086913,0,0,0.6892473339283964,0.8278941311713447,2.97
44,3,19.926219645780876,84.89566675794426,4,0,2.429174429242331,2322.1652717655625,0,6,0.7258652836694595,0.5181082478523975,5.66
32,1,19.861752556823586,36.395124599283655,2,0,2.3214090541451564,5872.267749817793,0,11,1.7488822585292565,0.09947796579936519,4.89
23,2,24.710016811859216,61.41985969702603,0,0,3.592040257035988,3863.673762833974,1,17,1.7269751437143295,0.9753434144072063,7.46
13,4,24.84984505883692,64.20455064145705,3,1,2.5647422582358415,1470.977728790166,1,14,0.2806466856782115,1.7949563996634463,5.42
5,2,28.82398936488216,76.15050756264179,3,0,1.4123072571732849,3835.828825221419,0,2,0.1971553723580155,1.1480972786183603,3.97
4,3,23.23280691287622,47.610206363337525,5,0,0.9462655457898088,4095.856226322493,1,14,0.3942251954484559,1.1530276043804213,3.75
28,6,26.926160510172085,34.61596680231514,1,0,2.6464396695747925,4644.211613921965,0,21,1.4844522409209095,1.133064400599214,5.92
14,3,28.878442958009817,69.4152435794303,1,0,2.50424034461883,3913.232553639027,1,9,0.1600979512047198,0.5898429101800462,5.27
8,2,23.290222064487637,72.43900490183842,3,0,3.820415806041889,3307.4153923698404,1,10,0.009598717349284192,0.38773599209697124,6.13
9,4,27.872541275054274,60.52350168661068,2,0,2.008152193121171,3364.603059664575,1,16,0.7318894657329261,1.0531858129299527,4.86
35,6,23.065049517407143,55.71881648126236,6,0,2.918678493595441,4002.122970934204,0,1,0.39199474202096185,1.820309188380418,6.54
37,4,21.965331612318437,54.472359030303714,5,0,2.367226292368855,3780.752780120439,1,9,1.1873961434329967,1.336305685264743,6.31
21,1,18.77856786783953,38.425783699897394,6,0,0.5,6391.851954119482,0,2,1.0148549555313466,0.3538503561928222,3.02
18,3,23.91021942748809,21.372703800551292,0,0,3.2160463891158355,3607.3364887620805,0,7,1.61293507383472,0.9537286295450125,6.53
33,3,23.71460724172169,79.85188704486434,6,0,2.0739020414158365,3077.3382654727366,0,6,2.3385719374757965,0.49238882060946204,6.43
8,1,23.781312819056982,55.186281267327836,0,0,3.1591192623552775,5302.65857069492,1,4,1.7743628431562248,0.9131635656913507,6.92
49,2,27.70080095048254,67.32407361641006,5,0,2.669243087321945,4002.4184165870233,1,8,0.9030561619326083,1.517934649630105,5.98
17,3,26.53561090396376,49.71761148216715,1,0,1.5112285721642398,5092.853382700108,0,9,0.0,0.0,2.78
43,2,14.62743624737163,49.72434808113371,5,0,2.3257691491276433,3895.364352576239,1,7,1.127349218504555,1.103031676722824,5.61
31,4,14.72261638735864,48.01552725620004,6,0,2.4686336985174333,4860.167370041017,1,14,1.6373503246955359,0.8263470731328569,6.1
34,6,22.61705108323322,52.059316887140426,1,0,2.6840140129351084,5515.034960373393,0,22,0.0,0.9368474218775653,4.66
6,6,17.118904116711303,71.91297593704529,6,0,3.0123272068474414,5712.095336498154,0,22,1.6009303592044104,1.0468923434251507,7.21
22,6,21.520807653624676,57.00002129583885,5,0,2.5305148555115355,4913.771329186582,1,18,0.9097518770420364,0.09498056875193528,4.71
14,5,17.44352690579338,80.22175328693172,4,0,4.246210704690174,1509.65333820242,1,9,2.3102642852559443,1.4113669306229986,9.2
3,1,22.482751746567306,37.99884506883964,2,0,3.340538477624119,2183.7446646180533,0,12,0.4655282162308578,0.9503989553049143,5.98
12,6,16.906456099022144,52.34803717391704,0,0,3.495984680097662,4361.860928738645,1,17,2.912946373321459,0.9427546875873627,8.59
36,3,24.009019136187582,54.20758705488226,4,0,3.3249218492881347,2249.858171947387,0,11,2.483538460994462,0.4211653704607576,6.96
12,1,16.650937276858862,65.94313310073527,3,0,2.5764206487393797,2698.446228555561,0,10,1.3914175223184306,1.7831786528277194,6.44
45,4,22.679103356305564,44.49994614216798,4,0,3.231852305599266,5078.976486870089,0,13,0.5668097097508962,0.9910469443371855,6.11
2,4,13.565755935041347,72.29300380343122,5,0,3.748810398354598,3203.3051051250563,0,12,0.9391224461968026,0.3078254484914794,6.5
2,4,16.348105780604424,64.54135350124912,3,0,2.6260213474961596,3317.9040153381693,0,6,0.7807227421918215,1.5169643322731146,6.18
15,4,25.529056470081564,79.00285612272909,3,0,3.550755221664286,3525.5752698234037,1,18,0.13309069177984734,0.2758155929282404,5.8
23,5,28.41029538665801,47.39204690884199,0,0,1.1977636285560573,5456.059177775434,1,1,0.14579688896976206,1.5605721243714212,4.07
29,2,26.556948255574376,30.05100273142704,4,0,3.5990111290056586,5515.160615037772,0,22,1.5429655578195831,0.9377829086213814,6.49
17,2,25.789169590492996,69.47619093503398,0,0,1.7290562536314291,6804.275219320703,0,4,0.0,0.27101493017019185,2.98
32,6,29.40794779484919,71.40072831708031,6,0,1.1956007756464908,5027.3526888715105,1,0,0.09572463329539693,0.6125769982357943,4.05
7,5,26.82797173634198,20.240114540133206,2,0,2.220902500252176,5893.395999387328,1,23,1.3177242501370061,0.8143514905840886,4.75
30,2,14.345897509203441,63.489266425622674,6,0,2.707378832501408,3154.36837389407,1,14,0.0,0.048545268060141145,4.16
28,4,26.76655336645124,59.67166352659874,2,0,2.83474563207887,2309.766876178528,0,16,0.695662483332169,0.5107137092368046,5.54
14,2,26.687529009123217,46.844489871605255,2,0,3.790489472042924,4726.657120781801,1,5,1.1597121282423508,1.099212744193647,7.03
44,1,12.63480444890711,78.34348436250573,2,0,1.942783671419219,3769.568859363955,0,8,2.9407385638029564,0.2409715070818499,6.52
30,6,18.633611869364664,48.65290755300231,3,1,4.144008571223177,6002.075271271738,0,22,1.826413101217506,0.21277472684670562,7.19
17,2,29.895115709534295,80.5388903212102,6,0,4.146138184294525,3539.967486531291,1,11,0.7903936589478825,0.08492305358973729,6.45
32,1,21.3522051912084,69.07630106998765,5,0,2.7256262882027547,3264.826820719766,0,6,0.0,0.0,4.11
46,3,16.296160858125273,65.75467603731668,2,0,1.6724888311886255,3644.782468699286,0,10,1.6776150039131243,0.2992598911379263,5.41
6,1,26.3179401331082,62.30287476212554,0,0,4.990805453200402,3949.3176400809043,0,7,0.0,0.9300252466689838,7.33
24,1,20.622271975601393,65.99132536502798,5,1,4.224871850795096,4039.008804658734,0,3,0.4090538529248674,1.5186919552379115,7.49
6,4,20.0684042818203,46.08256735845425,6,0,2.6904581830062915,4180.42018643875,0,22,1.702770774584177,0.7070758946042711,6.04
27,4,26.368410428272252,37.05572539233489,6,0,1.1377771043978724,5616.063351855719,1,18,0.20547444186573438,1.1386320827181262,3.62
18,6,24.018936582628044,80.50469093900043,4,0,3.1205077674058206,2618.366034611672,1,22,0.42546209734845586,1.092041212918598,6.76
24,4,21.40966316326589,46.48794827479152,4,0,1.9100831449464635,5062.088237079266,1,15,2.168000460013203,1.3765717105819364,6.14
37,1,23.654734704018036,51.81800315499128,0,0,3.3740048200402173,4839.091331935212,0,6,2.322240825548917,1.2940380190587188,7.77
24,5,21.12565941311342,34.883409539333606,1,0,2.729502653537507,4382.520474931847,0,16,0.0,1.567743870432453,5.87
38,4,26.569525608122895,64.27447648967521,1,0,0.903961553312612,4538.307967320952,0,11,0.0,1.521311361489603,2.93
34,4,14.913717623294396,39.076934687811544,1,1,1.3200374172444536,3462.221967033741,0,11,2.4079142451378743,1.4848921384710372,6.21
40,1,21.037418703010772,61.22163651240027,1,0,1.7378229762262172,2329.188747231526,1,17,0.0,0.31824728747138165,3.3
47,3,19.932435841806974,50.146912837188324,3,0,4.140898818403039,4458.704861555395,0,20,0.550924485604561,0.33714427596941643,6.05
15,3,23.528109493155974,58.47356726346189,3,0,1.8500664054021803,3428.6336389776575,1,18,2.1819851251800015,0.0,4.66
11,2,16.366565149225924,80.34819125028363,4,0,0.5,4696.901464019124,0,3,0.32252062980038243,0.48904229373834235,3.03
22,6,29.499226053625147,38.00361342326706,4,0,2.298408827013465,3616.270194010834,0,22,0.7680321036441043,0.19416704391186956,4.39
24,3,18.29101017574022,47.25404323972241,3,0,2.238646482354838,5024.708726501282,0,17,0.8929991346954992,0.5924189687604013,5.3
1,4,27.293888684295027,43.4537574571397,3,0,4.089811002658434,5272.759943695172,0,19,1.45224965692741,0.8384376150615473,6.83
18,5,25.02589835091109,62.41678636069916,4,0,4.014564850237712,5108.00527043544,1,15,1.5913246576896207,0.0,6.69
44,2,23.073680468535727,61.20520588404314,0,0,1.1912376944757375,5503.60707583788,0,17,1.7275304600440546,1.2757332222435633,5.55
12,6,23.232133131489647,51.75607253680876,3,0,2.8934188360439395,3983.665136041031,1,5,0.181538636192891,0.49178679471590786,5.52
43,5,12.716726680814068,72.6108168638863,0,0,3.2917499925616536,5201.364186781779,1,21,0.0,1.683571917407583,6.41
28,5,19.479167148564585,55.416022093190726,2,0,2.3788479766671613,3556.5236397589733,0,18,0.26961590184006434,0.40459372944077204,4.58
40,4,38.254541595981856,45.844684793005186,0,0,2.676078607273134,3346.1253045003155,0,23,0.0,0.0,4.18
7,1,23.065387734236946,74.7917663460037,0,0,3.6056027018894916,4099.584336538463,1,6,0.7355688504892248,0.9023893560235057,6.66
23,1,24.053762369473052,51.42256254524851,3,0,2.792739790209512,5574.63748482416,0,4,0.3934085139955308,0.968884963203085,5.52
21,1,12.409190660606097,52.47868778244717,2,0,3.170480652458219,3756.8376785853975,0,0,0.225640032349815,1.5297701391059182,6.35
34,3,20.783260655749952,53.72000927384246,1,0,3.906890175588506,5084.168678863498,1,6,2.4364532504926615,1.2685456202922576,8.78
